epoch,strategy,full20_canonical_match,full40_canonical_match,delta_full40_minus_full20
18,identity,0.7184801381692574,0.7262521588946459,0.007772020725388518
18,attachment_rooted_smiles,0.57426597582038,0.581174438687392,0.006908462867012077
18,light_denoise,0.41968911917098445,0.4421416234887737,0.02245250431778928
18,direction_flip,0.38687392055267705,0.4170984455958549,0.030224525043177852
18,rdkit_random_smiles,0.38255613126079446,0.3911917098445596,0.008635578583765124
19,identity,0.7495682210708118,0.7253886010362695,-0.024179620034542326
19,attachment_rooted_smiles,0.5924006908462867,0.5734024179620034,-0.01899827288428324
19,light_denoise,0.4214162348877375,0.44473229706390327,0.023316062176165775
19,direction_flip,0.40846286701208984,0.3998272884283247,-0.008635578583765124
19,rdkit_random_smiles,0.41364421416234887,0.3911917098445596,-0.02245250431778928
20,identity,0.7271157167530224,0.7357512953367875,0.008635578583765069
20,attachment_rooted_smiles,0.5837651122625216,0.5854922279792746,0.0017271157167529916
20,light_denoise,0.4274611398963731,0.44991364421416236,0.02245250431778928
20,direction_flip,0.40328151986183075,0.38687392055267705,-0.016407599309153698
20,rdkit_random_smiles,0.39810017271157166,0.40328151986183075,0.005181347150259086
21,identity,,0.7322970639032815,
21,attachment_rooted_smiles,,0.5915371329879102,
21,light_denoise,,0.44127806563039723,
21,direction_flip,,0.4006908462867012,
21,rdkit_random_smiles,,0.38773747841105355,
22,identity,,0.7262521588946459,
22,attachment_rooted_smiles,,0.581174438687392,
22,light_denoise,,0.42055267702936094,
22,direction_flip,,0.4006908462867012,
22,rdkit_random_smiles,,0.385146804835924,
23,identity,,0.7141623488773747,
23,attachment_rooted_smiles,,0.6044905008635578,
23,light_denoise,,0.44473229706390327,
23,direction_flip,,0.40846286701208984,
23,rdkit_random_smiles,,0.39810017271157166,
24,identity,,0.7374784110535406,
24,attachment_rooted_smiles,,0.5932642487046632,
24,light_denoise,,0.45768566493955093,
24,direction_flip,,0.41882556131260795,
24,rdkit_random_smiles,,0.4162348877374784,
25,identity,,0.7184801381692574,
25,attachment_rooted_smiles,,0.581174438687392,
25,light_denoise,,0.44041450777202074,
25,direction_flip,,0.40846286701208984,
25,rdkit_random_smiles,,0.42487046632124353,
26,identity,,0.7443868739205527,
26,attachment_rooted_smiles,,0.6096718480138169,
26,light_denoise,,0.4740932642487047,
26,direction_flip,,0.41796200345423146,
26,rdkit_random_smiles,,0.4309153713298791,
27,identity,,0.7184801381692574,
27,attachment_rooted_smiles,,0.5837651122625216,
27,light_denoise,,0.43955094991364424,
27,direction_flip,,0.43350604490500866,
27,rdkit_random_smiles,,0.3946459412780656,
28,identity,,0.7271157167530224,
28,attachment_rooted_smiles,,0.5820379965457686,
28,light_denoise,,0.45509499136442144,
28,direction_flip,,0.43609671848013815,
28,rdkit_random_smiles,,0.41796200345423146,
29,identity,,0.7383419689119171,
29,attachment_rooted_smiles,,0.5880829015544041,
29,light_denoise,,0.45682210708117443,
29,direction_flip,,0.4309153713298791,
29,rdkit_random_smiles,,0.4326424870466321,
30,identity,,0.731433506044905,
30,attachment_rooted_smiles,,0.6062176165803109,
30,light_denoise,,0.44041450777202074,
30,direction_flip,,0.43436960276338515,
30,rdkit_random_smiles,,0.41278065630397237,
31,identity,,0.7383419689119171,
31,attachment_rooted_smiles,,0.5863557858376511,
31,light_denoise,,0.45164075993091535,
31,direction_flip,,0.4170984455958549,
31,rdkit_random_smiles,,0.422279792746114,
32,identity,,0.7176165803108808,
32,attachment_rooted_smiles,,0.5915371329879102,
32,light_denoise,,0.44991364421416236,
32,direction_flip,,0.44127806563039723,
32,rdkit_random_smiles,,0.42400690846286704,
33,identity,,0.7245250431778929,
33,attachment_rooted_smiles,,0.6027633851468048,
33,light_denoise,,0.4473229706390328,
33,direction_flip,,0.43955094991364424,
33,rdkit_random_smiles,,0.43436960276338515,
34,identity,,0.7219343696027634,
34,attachment_rooted_smiles,,0.6010362694300518,
34,light_denoise,,0.4542314335060449,
34,direction_flip,,0.45077720207253885,
34,rdkit_random_smiles,,0.4473229706390328,
35,identity,,0.7115716753022453,
35,attachment_rooted_smiles,,0.5984455958549223,
35,light_denoise,,0.4481865284974093,
35,direction_flip,,0.43955094991364424,
35,rdkit_random_smiles,,0.43609671848013815,
36,identity,,0.729706390328152,
36,attachment_rooted_smiles,,0.6027633851468048,
36,light_denoise,,0.45509499136442144,
36,direction_flip,,0.44473229706390327,
36,rdkit_random_smiles,,0.4309153713298791,
37,identity,,0.7331606217616581,
37,attachment_rooted_smiles,,0.5958549222797928,
37,light_denoise,,0.4542314335060449,
37,direction_flip,,0.4430051813471503,
37,rdkit_random_smiles,,0.4274611398963731,
38,identity,,0.7305699481865285,
38,attachment_rooted_smiles,,0.5803108808290155,
38,light_denoise,,0.4542314335060449,
38,direction_flip,,0.4525043177892919,
38,rdkit_random_smiles,,0.44041450777202074,
39,identity,,0.696027633851468,
39,attachment_rooted_smiles,,0.5872193436960277,
39,light_denoise,,0.44991364421416236,
39,direction_flip,,0.44041450777202074,
39,rdkit_random_smiles,,0.42400690846286704,
40,identity,,0.7409326424870466,
40,attachment_rooted_smiles,,0.6174438687392055,
40,light_denoise,,0.4835924006908463,
40,direction_flip,,0.4533678756476684,
40,rdkit_random_smiles,,0.43436960276338515,
