run,epoch,strategy,sample_count,failed_count,canonical_match,exact_string_match,rdkit_validity,two_attachment_validity
Full 20 epoch,11,direction_flip,1158,746,0.35578583765112265,0.35060449050086356,0.6511226252158895,0.6476683937823834
Full 20 epoch,11,rdkit_random_smiles,1158,757,0.34628670120898103,0.34196891191709844,0.6433506044905009,0.6390328151986183
Full 20 epoch,12,identity,1158,307,0.7348877374784111,0.7340241796200345,0.844559585492228,0.8436960276338514
Full 20 epoch,12,attachment_rooted_smiles,1158,512,0.5578583765112263,0.5535405872193437,0.7564766839378239,0.7521588946459413
Full 20 epoch,12,light_denoise,1158,688,0.4058721934369603,0.40414507772020725,0.7081174438687392,0.7037996545768567
Full 20 epoch,12,direction_flip,1158,742,0.3592400690846287,0.3540587219343696,0.6640759930915371,0.6588946459412781
Full 20 epoch,12,rdkit_random_smiles,1158,740,0.3609671848013817,0.35751295336787564,0.6528497409326425,0.6459412780656304
Full 20 epoch,13,identity,1158,305,0.7366148531951641,0.7357512953367875,0.8480138169257341,0.8480138169257341
Full 20 epoch,13,attachment_rooted_smiles,1158,509,0.5604490500863558,0.5569948186528497,0.7417962003454232,0.7392055267702936
Full 20 epoch,13,light_denoise,1158,684,0.40932642487046633,0.40932642487046633,0.7184801381692574,0.7141623488773747
Full 20 epoch,13,direction_flip,1158,743,0.35837651122625214,0.3549222797927461,0.6416234887737479,0.6364421416234888
Full 20 epoch,13,rdkit_random_smiles,1158,750,0.35233160621761656,0.35060449050086356,0.6450777202072538,0.6390328151986183
Full 20 epoch,14,identity,1158,311,0.731433506044905,0.7305699481865285,0.8454231433506045,0.842832469775475
Full 20 epoch,14,attachment_rooted_smiles,1158,487,0.5794473229706391,0.57426597582038,0.7504317789291882,0.7469775474956822
Full 20 epoch,14,light_denoise,1158,669,0.422279792746114,0.422279792746114,0.7184801381692574,0.7150259067357513
Full 20 epoch,14,direction_flip,1158,713,0.3842832469775475,0.37737478411053543,0.6528497409326425,0.6450777202072538
Full 20 epoch,14,rdkit_random_smiles,1158,713,0.3842832469775475,0.3791018998272884,0.6640759930915371,0.653713298791019
Full 20 epoch,15,identity,1158,309,0.7331606217616581,0.7305699481865285,0.8488773747841105,0.8471502590673575
Full 20 epoch,15,attachment_rooted_smiles,1158,488,0.5785837651122625,0.5751295336787565,0.7607944732297064,0.7582037996545768
Full 20 epoch,15,light_denoise,1158,676,0.4162348877374784,0.4153713298791019,0.7176165803108808,0.7158894645941278
Full 20 epoch,15,direction_flip,1158,714,0.38341968911917096,0.37823834196891193,0.6580310880829016,0.6545768566493955
Full 20 epoch,15,rdkit_random_smiles,1158,745,0.35664939550949915,0.3531951640759931,0.6597582037996546,0.6528497409326425
Full 20 epoch,16,identity,1158,326,0.7184801381692574,0.7176165803108808,0.846286701208981,0.842832469775475
Full 20 epoch,16,attachment_rooted_smiles,1158,486,0.5803108808290155,0.57426597582038,0.7728842832469776,0.7677029360967185
Full 20 epoch,16,light_denoise,1158,715,0.38255613126079446,0.38255613126079446,0.7063903281519862,0.7037996545768567
Full 20 epoch,16,direction_flip,1158,721,0.37737478411053543,0.37392055267702934,0.6658031088082902,0.6614853195164075
Full 20 epoch,16,rdkit_random_smiles,1158,728,0.37132987910189985,0.36701208981001726,0.6692573402417962,0.6597582037996546
Full 20 epoch,17,identity,1158,324,0.7202072538860104,0.7202072538860104,0.846286701208981,0.8402417962003454
Full 20 epoch,17,attachment_rooted_smiles,1158,511,0.5587219343696027,0.5552677029360967,0.7417962003454232,0.7366148531951641
Full 20 epoch,17,light_denoise,1158,669,0.422279792746114,0.4214162348877375,0.7227979274611399,0.7210708117443869
Full 20 epoch,17,direction_flip,1158,702,0.39378238341968913,0.3860103626943005,0.6787564766839378,0.6744386873920553
Full 20 epoch,17,rdkit_random_smiles,1158,734,0.36614853195164077,0.3635578583765112,0.6658031088082902,0.6597582037996546
Full 20 epoch,18,identity,1158,326,0.7184801381692574,0.7176165803108808,0.8393782383419689,0.8367875647668394
Full 20 epoch,18,attachment_rooted_smiles,1158,493,0.57426597582038,0.572538860103627,0.7599309153713298,0.7556131260794473
Full 20 epoch,18,light_denoise,1158,672,0.41968911917098445,0.41968911917098445,0.7089810017271158,0.7072538860103627
Full 20 epoch,18,direction_flip,1158,710,0.38687392055267705,0.38169257340241797,0.6614853195164075,0.6588946459412781
Full 20 epoch,18,rdkit_random_smiles,1158,715,0.38255613126079446,0.3756476683937824,0.6623488773747841,0.6588946459412781
Full 20 epoch,19,identity,1158,290,0.7495682210708118,0.7478411053540587,0.8557858376511226,0.8549222797927462
Full 20 epoch,19,attachment_rooted_smiles,1158,472,0.5924006908462867,0.5898100172711571,0.7590673575129534,0.7556131260794473
Full 20 epoch,19,light_denoise,1158,670,0.4214162348877375,0.42055267702936094,0.7288428324697754,0.7262521588946459
Full 20 epoch,19,direction_flip,1158,685,0.40846286701208984,0.4058721934369603,0.6951640759930915,0.690846286701209
Full 20 epoch,19,rdkit_random_smiles,1158,679,0.41364421416234887,0.40932642487046633,0.6934369602763385,0.689119170984456
Full 20 epoch,20,identity,1158,316,0.7271157167530224,0.7245250431778929,0.8575129533678757,0.8540587219343696
Full 20 epoch,20,attachment_rooted_smiles,1158,482,0.5837651122625216,0.5794473229706391,0.7668393782383419,0.7651122625215889
Full 20 epoch,20,light_denoise,1158,663,0.4274611398963731,0.42487046632124353,0.7132987910189983,0.7098445595854922
Full 20 epoch,20,direction_flip,1158,691,0.40328151986183075,0.3998272884283247,0.7063903281519862,0.6994818652849741
Full 20 epoch,20,rdkit_random_smiles,1158,697,0.39810017271157166,0.39378238341968913,0.6804835924006909,0.6778929188255614
Full 40 epoch,1,identity,1158,724,0.3747841105354059,0.37219343696027635,0.5207253886010362,0.5129533678756477
Full 40 epoch,1,attachment_rooted_smiles,1158,955,0.17530224525043178,0.17184801381692574,0.4110535405872193,0.39723661485319517
Full 40 epoch,1,light_denoise,1158,993,0.14248704663212436,0.14248704663212436,0.40500863557858374,0.39378238341968913
Full 40 epoch,1,direction_flip,1158,1073,0.07340241796200346,0.07253886010362694,0.37823834196891193,0.36787564766839376
Full 40 epoch,1,rdkit_random_smiles,1158,1080,0.06735751295336788,0.06390328151986183,0.36787564766839376,0.35751295336787564
Full 40 epoch,2,identity,1158,523,0.5483592400690847,0.5483592400690847,0.6683937823834197,0.6666666666666666
Full 40 epoch,2,attachment_rooted_smiles,1158,809,0.3013816925734024,0.2987910189982729,0.542314335060449,0.531951640759931
Full 40 epoch,2,light_denoise,1158,894,0.22797927461139897,0.22711571675302245,0.5120898100172712,0.5094991364421416
Full 40 epoch,2,direction_flip,1158,989,0.1459412780656304,0.14162348877374784,0.46459412780656306,0.45768566493955093
Full 40 epoch,2,rdkit_random_smiles,1158,989,0.1459412780656304,0.14162348877374784,0.45682210708117443,0.4473229706390328
Full 40 epoch,3,identity,1158,443,0.6174438687392055,0.6174438687392055,0.7348877374784111,0.7305699481865285
Full 40 epoch,3,attachment_rooted_smiles,1158,748,0.3540587219343696,0.3531951640759931,0.5777202072538861,0.5699481865284974
Full 40 epoch,3,light_denoise,1158,854,0.26252158894645944,0.2607944732297064,0.5569948186528497,0.5552677029360967
Full 40 epoch,3,direction_flip,1158,922,0.20379965457685664,0.19775474956822106,0.4896373056994819,0.4844559585492228
Full 40 epoch,3,rdkit_random_smiles,1158,944,0.1848013816925734,0.18134715025906736,0.48186528497409326,0.4784110535405872
Full 40 epoch,4,identity,1158,403,0.6519861830742659,0.6519861830742659,0.7633851468048359,0.7625215889464594
Full 40 epoch,4,attachment_rooted_smiles,1158,671,0.42055267702936094,0.41882556131260795,0.6373056994818653,0.6295336787564767
Full 40 epoch,4,light_denoise,1158,805,0.30483592400690845,0.30397236614853196,0.5949913644214162,0.5906735751295337
Full 40 epoch,4,direction_flip,1158,873,0.24611398963730569,0.23575129533678757,0.5328151986183074,0.5259067357512953
Full 40 epoch,4,rdkit_random_smiles,1158,894,0.22797927461139897,0.21934369602763384,0.5302245250431779,0.5207253886010362
Full 40 epoch,5,identity,1158,362,0.687392055267703,0.687392055267703,0.7962003454231433,0.7944732297063903
Full 40 epoch,5,attachment_rooted_smiles,1158,620,0.46459412780656306,0.46286701208981,0.6597582037996546,0.6545768566493955
Full 40 epoch,5,light_denoise,1158,779,0.32728842832469773,0.32556131260794474,0.6157167530224525,0.613126079447323
Full 40 epoch,5,direction_flip,1158,840,0.27461139896373055,0.26770293609671847,0.5768566493955095,0.5708117443868739
Full 40 epoch,5,rdkit_random_smiles,1158,857,0.2599309153713299,0.2547495682210708,0.5449050086355786,0.5379965457685665
Full 40 epoch,6,identity,1158,328,0.7167530224525043,0.7124352331606217,0.8195164075993091,0.8177892918825561
Full 40 epoch,6,attachment_rooted_smiles,1158,589,0.4913644214162349,0.4844559585492228,0.696027633851468,0.6917098445595855
Full 40 epoch,6,light_denoise,1158,738,0.3626943005181347,0.3626943005181347,0.6381692573402418,0.6329879101899827
Full 40 epoch,6,direction_flip,1158,821,0.2910189982728843,0.28324697754749567,0.5820379965457686,0.5768566493955095
Full 40 epoch,6,rdkit_random_smiles,1158,813,0.2979274611398964,0.29447322970639034,0.57426597582038,0.5699481865284974
Full 40 epoch,7,identity,1158,325,0.7193436960276338,0.7184801381692574,0.8281519861830743,0.8264248704663213
Full 40 epoch,7,attachment_rooted_smiles,1158,586,0.4939550949913644,0.4896373056994819,0.6994818652849741,0.694300518134715
Full 40 epoch,7,light_denoise,1158,731,0.3687392055267703,0.3687392055267703,0.6675302245250432,0.6606217616580311
Full 40 epoch,7,direction_flip,1158,810,0.3005181347150259,0.29360967184801384,0.5941278065630398,0.5889464594127807
Full 40 epoch,7,rdkit_random_smiles,1158,828,0.2849740932642487,0.2815198618307427,0.6036269430051814,0.5889464594127807
Full 40 epoch,8,identity,1158,356,0.6925734024179621,0.690846286701209,0.8221070811744386,0.8195164075993091
Full 40 epoch,8,attachment_rooted_smiles,1158,557,0.5189982728842832,0.5138169257340242,0.7046632124352331,0.7003454231433506
Full 40 epoch,8,light_denoise,1158,700,0.3955094991364421,0.3946459412780656,0.6649395509499136,0.6606217616580311
Full 40 epoch,8,direction_flip,1158,766,0.3385146804835924,0.33592400690846286,0.6088082901554405,0.6027633851468048
Full 40 epoch,8,rdkit_random_smiles,1158,818,0.29360967184801384,0.29015544041450775,0.5863557858376511,0.5803108808290155
Full 40 epoch,9,identity,1158,334,0.7115716753022453,0.7115716753022453,0.8359240069084629,0.8307426597582038
Full 40 epoch,9,attachment_rooted_smiles,1158,540,0.533678756476684,0.5302245250431779,0.7184801381692574,0.7141623488773747
Full 40 epoch,9,light_denoise,1158,719,0.3791018998272884,0.37823834196891193,0.6614853195164075,0.6580310880829016
Full 40 epoch,9,direction_flip,1158,758,0.3454231433506045,0.34024179620034545,0.6252158894645942,0.6174438687392055
Full 40 epoch,9,rdkit_random_smiles,1158,781,0.32556131260794474,0.31951640759930916,0.6200345423143351,0.6096718480138169
Full 40 epoch,10,identity,1158,319,0.7245250431778929,0.7236614853195165,0.8359240069084629,0.8324697754749568
Full 40 epoch,10,attachment_rooted_smiles,1158,533,0.5397236614853195,0.5371329879101899,0.7089810017271158,0.7029360967184801
Full 40 epoch,10,light_denoise,1158,697,0.39810017271157166,0.39810017271157166,0.6753022452504318,0.6727115716753023
Full 40 epoch,10,direction_flip,1158,768,0.33678756476683935,0.3281519861830743,0.6355785837651122,0.6252158894645942
Full 40 epoch,10,rdkit_random_smiles,1158,779,0.32728842832469773,0.32037996545768566,0.6260794473229706,0.6183074265975821
Full 40 epoch,11,identity,1158,308,0.7340241796200345,0.731433506044905,0.8454231433506045,0.8419689119170984
Full 40 epoch,11,attachment_rooted_smiles,1158,516,0.5544041450777202,0.5500863557858376,0.7322970639032815,0.7305699481865285
Full 40 epoch,11,light_denoise,1158,665,0.42573402417962003,0.42400690846286704,0.6986183074265976,0.6968911917098446
Full 40 epoch,11,direction_flip,1158,744,0.35751295336787564,0.3549222797927461,0.653713298791019,0.6476683937823834
Full 40 epoch,11,rdkit_random_smiles,1158,738,0.3626943005181347,0.3531951640759931,0.6493955094991365,0.6398963730569949
Full 40 epoch,12,identity,1158,320,0.7236614853195165,0.7227979274611399,0.8419689119170984,0.8385146804835925
Full 40 epoch,12,attachment_rooted_smiles,1158,509,0.5604490500863558,0.5578583765112263,0.7504317789291882,0.7478411053540587
Full 40 epoch,12,light_denoise,1158,676,0.4162348877374784,0.4162348877374784,0.7003454231433506,0.696027633851468
Full 40 epoch,12,direction_flip,1158,756,0.3471502590673575,0.34024179620034545,0.6649395509499136,0.6606217616580311
Full 40 epoch,12,rdkit_random_smiles,1158,736,0.3644214162348877,0.35837651122625214,0.6493955094991365,0.6442141623488774
Full 40 epoch,13,identity,1158,338,0.7081174438687392,0.7072538860103627,0.8341968911917098,0.8316062176165803
Full 40 epoch,13,attachment_rooted_smiles,1158,521,0.5500863557858376,0.5466321243523317,0.7642487046632125,0.7616580310880829
Full 40 epoch,13,light_denoise,1158,708,0.38860103626943004,0.38860103626943004,0.6848013816925734,0.6830742659758203
Full 40 epoch,13,direction_flip,1158,728,0.37132987910189985,0.36701208981001726,0.6640759930915371,0.6597582037996546
Full 40 epoch,13,rdkit_random_smiles,1158,749,0.3531951640759931,0.35060449050086356,0.6519861830742659,0.6476683937823834
Full 40 epoch,14,identity,1158,335,0.7107081174438687,0.7098445595854922,0.8385146804835925,0.8350604490500864
Full 40 epoch,14,attachment_rooted_smiles,1158,500,0.5682210708117443,0.5639032815198618,0.7564766839378239,0.7547495682210709
Full 40 epoch,14,light_denoise,1158,679,0.41364421416234887,0.41364421416234887,0.7107081174438687,0.7037996545768567
Full 40 epoch,14,direction_flip,1158,719,0.3791018998272884,0.3696027633851468,0.6640759930915371,0.6606217616580311
Full 40 epoch,14,rdkit_random_smiles,1158,731,0.3687392055267703,0.3635578583765112,0.6545768566493955,0.6502590673575129
Full 40 epoch,15,identity,1158,327,0.7176165803108808,0.7167530224525043,0.8480138169257341,0.8411053540587219
Full 40 epoch,15,attachment_rooted_smiles,1158,522,0.5492227979274611,0.5474956822107081,0.7435233160621761,0.7392055267702936
Full 40 epoch,15,light_denoise,1158,678,0.41450777202072536,0.4119170984455959,0.7098445595854922,0.7063903281519862
Full 40 epoch,15,direction_flip,1158,728,0.37132987910189985,0.36614853195164077,0.6813471502590673,0.6761658031088082
Full 40 epoch,15,rdkit_random_smiles,1158,751,0.35146804835924006,0.348013816925734,0.6761658031088082,0.6701208981001727
Full 40 epoch,16,identity,1158,321,0.7227979274611399,0.7227979274611399,0.8436960276338514,0.8411053540587219
Full 40 epoch,16,attachment_rooted_smiles,1158,485,0.581174438687392,0.5803108808290155,0.7461139896373057,0.7417962003454232
Full 40 epoch,16,light_denoise,1158,655,0.43436960276338515,0.43350604490500866,0.7236614853195165,0.7167530224525043
Full 40 epoch,16,direction_flip,1158,710,0.38687392055267705,0.385146804835924,0.6623488773747841,0.6563039723661486
Full 40 epoch,16,rdkit_random_smiles,1158,714,0.38341968911917096,0.3799654576856649,0.6753022452504318,0.6683937823834197
Full 40 epoch,17,identity,1158,318,0.7253886010362695,0.7236614853195165,0.844559585492228,0.8402417962003454
Full 40 epoch,17,attachment_rooted_smiles,1158,495,0.572538860103627,0.5682210708117443,0.768566493955095,0.7616580310880829
Full 40 epoch,17,light_denoise,1158,656,0.43350604490500866,0.4326424870466321,0.7210708117443869,0.7158894645941278
Full 40 epoch,17,direction_flip,1158,676,0.4162348877374784,0.41278065630397237,0.690846286701209,0.687392055267703
Full 40 epoch,17,rdkit_random_smiles,1158,701,0.3946459412780656,0.3911917098445596,0.6830742659758203,0.6778929188255614
Full 40 epoch,18,identity,1158,317,0.7262521588946459,0.7253886010362695,0.8454231433506045,0.8419689119170984
Full 40 epoch,18,attachment_rooted_smiles,1158,485,0.581174438687392,0.5768566493955095,0.7599309153713298,0.7547495682210709
Full 40 epoch,18,light_denoise,1158,646,0.4421416234887737,0.44127806563039723,0.7202072538860104,0.7184801381692574
Full 40 epoch,18,direction_flip,1158,675,0.4170984455958549,0.4110535405872193,0.6951640759930915,0.690846286701209
Full 40 epoch,18,rdkit_random_smiles,1158,705,0.3911917098445596,0.38946459412780654,0.6718480138169257,0.6666666666666666
Full 40 epoch,19,identity,1158,318,0.7253886010362695,0.7236614853195165,0.846286701208981,0.8402417962003454
Full 40 epoch,19,attachment_rooted_smiles,1158,494,0.5734024179620034,0.5699481865284974,0.7677029360967185,0.7651122625215889
Full 40 epoch,19,light_denoise,1158,643,0.44473229706390327,0.44473229706390327,0.7392055267702936,0.7366148531951641
Full 40 epoch,19,direction_flip,1158,695,0.3998272884283247,0.39723661485319517,0.6753022452504318,0.6727115716753023
Full 40 epoch,19,rdkit_random_smiles,1158,705,0.3911917098445596,0.3903281519861831,0.6796200345423143,0.6778929188255614
Full 40 epoch,20,identity,1158,306,0.7357512953367875,0.7348877374784111,0.8557858376511226,0.8506044905008635
Full 40 epoch,20,attachment_rooted_smiles,1158,480,0.5854922279792746,0.5820379965457686,0.7547495682210709,0.7504317789291882
Full 40 epoch,20,light_denoise,1158,637,0.44991364421416236,0.44991364421416236,0.727979274611399,0.7202072538860104
Full 40 epoch,20,direction_flip,1158,710,0.38687392055267705,0.3842832469775475,0.6830742659758203,0.6787564766839378
Full 40 epoch,20,rdkit_random_smiles,1158,691,0.40328151986183075,0.39723661485319517,0.6718480138169257,0.6658031088082902
Full 40 epoch,21,identity,1158,310,0.7322970639032815,0.7322970639032815,0.8488773747841105,0.844559585492228
Full 40 epoch,21,attachment_rooted_smiles,1158,473,0.5915371329879102,0.5889464594127807,0.7677029360967185,0.7625215889464594
Full 40 epoch,21,light_denoise,1158,647,0.44127806563039723,0.44127806563039723,0.7443868739205527,0.7417962003454232
Full 40 epoch,21,direction_flip,1158,694,0.4006908462867012,0.3963730569948187,0.697754749568221,0.690846286701209
Full 40 epoch,21,rdkit_random_smiles,1158,709,0.38773747841105355,0.38255613126079446,0.6839378238341969,0.6753022452504318
Full 40 epoch,22,identity,1158,317,0.7262521588946459,0.7253886010362695,0.8514680483592401,0.8488773747841105
Full 40 epoch,22,attachment_rooted_smiles,1158,485,0.581174438687392,0.5785837651122625,0.770293609671848,0.7668393782383419
Full 40 epoch,22,light_denoise,1158,671,0.42055267702936094,0.41882556131260795,0.7340241796200345,0.7288428324697754
Full 40 epoch,22,direction_flip,1158,694,0.4006908462867012,0.39810017271157166,0.690846286701209,0.6865284974093264
Full 40 epoch,22,rdkit_random_smiles,1158,712,0.385146804835924,0.3842832469775475,0.6865284974093264,0.6848013816925734
Full 40 epoch,23,identity,1158,331,0.7141623488773747,0.7124352331606217,0.8376511226252159,0.8324697754749568
Full 40 epoch,23,attachment_rooted_smiles,1158,458,0.6044905008635578,0.6027633851468048,0.7884283246977547,0.7815198618307426
Full 40 epoch,23,light_denoise,1158,643,0.44473229706390327,0.4430051813471503,0.7331606217616581,0.727979274611399
Full 40 epoch,23,direction_flip,1158,685,0.40846286701208984,0.4075993091537133,0.6856649395509499,0.6804835924006909
Full 40 epoch,23,rdkit_random_smiles,1158,697,0.39810017271157166,0.3946459412780656,0.6727115716753023,0.6640759930915371
Full 40 epoch,24,identity,1158,304,0.7374784110535406,0.7374784110535406,0.8601036269430051,0.8601036269430051
Full 40 epoch,24,attachment_rooted_smiles,1158,471,0.5932642487046632,0.5906735751295337,0.7763385146804835,0.7728842832469776
Full 40 epoch,24,light_denoise,1158,628,0.45768566493955093,0.45595854922279794,0.7478411053540587,0.7461139896373057
Full 40 epoch,24,direction_flip,1158,673,0.41882556131260795,0.4162348877374784,0.7081174438687392,0.7055267702936097
Full 40 epoch,24,rdkit_random_smiles,1158,676,0.4162348877374784,0.41450777202072536,0.7063903281519862,0.7012089810017271
Full 40 epoch,25,identity,1158,326,0.7184801381692574,0.7176165803108808,0.8523316062176166,0.8514680483592401
Full 40 epoch,25,attachment_rooted_smiles,1158,485,0.581174438687392,0.5803108808290155,0.7763385146804835,0.772020725388601
Full 40 epoch,25,light_denoise,1158,648,0.44041450777202074,0.4386873920552677,0.7435233160621761,0.7400690846286702
Full 40 epoch,25,direction_flip,1158,685,0.40846286701208984,0.40846286701208984,0.689119170984456,0.6848013816925734
Full 40 epoch,25,rdkit_random_smiles,1158,666,0.42487046632124353,0.422279792746114,0.7055267702936097,0.6994818652849741
Full 40 epoch,26,identity,1158,296,0.7443868739205527,0.7417962003454232,0.8652849740932642,0.8626943005181347
Full 40 epoch,26,attachment_rooted_smiles,1158,452,0.6096718480138169,0.6062176165803109,0.7823834196891192,0.7797927461139896
Full 40 epoch,26,light_denoise,1158,609,0.4740932642487047,0.47236614853195164,0.7478411053540587,0.7452504317789291
Full 40 epoch,26,direction_flip,1158,674,0.41796200345423146,0.4110535405872193,0.7055267702936097,0.7012089810017271
Full 40 epoch,26,rdkit_random_smiles,1158,659,0.4309153713298791,0.4283246977547496,0.7055267702936097,0.7020725388601037
Full 40 epoch,27,identity,1158,326,0.7184801381692574,0.7176165803108808,0.8436960276338514,0.8419689119170984
Full 40 epoch,27,attachment_rooted_smiles,1158,482,0.5837651122625216,0.581174438687392,0.7918825561312608,0.7849740932642487
Full 40 epoch,27,light_denoise,1158,649,0.43955094991364424,0.4386873920552677,0.7340241796200345,0.7305699481865285
