epoch,strategy,sample_count,failed_count,canonical_match,exact_string_match,rdkit_validity,two_attachment_validity
17,attachment_rooted_smiles,1158,462,0.6010362694300518,0.5949913644214162,0.7668393782383419,0.7651122625215889
17,light_denoise,1158,654,0.43523316062176165,0.43436960276338515,0.7227979274611399,0.7202072538860104
17,direction_flip,1158,694,0.4006908462867012,0.3920552677029361,0.6597582037996546,0.657167530224525
17,rdkit_random_smiles,1158,712,0.385146804835924,0.3765112262521589,0.6744386873920553,0.6675302245250432
18,identity,1158,219,0.810880829015544,0.809153713298791,0.8989637305699482,0.8972366148531952
18,attachment_rooted_smiles,1158,466,0.5975820379965457,0.5941278065630398,0.7746113989637305,0.7728842832469776
18,light_denoise,1158,691,0.40328151986183075,0.40328151986183075,0.7167530224525043,0.7115716753022453
18,direction_flip,1158,705,0.3911917098445596,0.38255613126079446,0.6787564766839378,0.6727115716753023
18,rdkit_random_smiles,1158,700,0.3955094991364421,0.38860103626943004,0.6727115716753023,0.6649395509499136
19,identity,1158,217,0.812607944732297,0.810880829015544,0.8937823834196891,0.8894645941278065
19,attachment_rooted_smiles,1158,444,0.616580310880829,0.6113989637305699,0.770293609671848,0.7642487046632125
19,light_denoise,1158,674,0.41796200345423146,0.4170984455958549,0.7124352331606217,0.7055267702936097
19,direction_flip,1158,685,0.40846286701208984,0.4006908462867012,0.6640759930915371,0.6597582037996546
19,rdkit_random_smiles,1158,682,0.4110535405872193,0.40846286701208984,0.6787564766839378,0.6718480138169257
20,identity,1158,221,0.809153713298791,0.8082901554404145,0.8920552677029361,0.8903281519861831
20,attachment_rooted_smiles,1158,486,0.5803108808290155,0.575993091537133,0.7556131260794473,0.7538860103626943
20,light_denoise,1158,641,0.4464594127806563,0.4464594127806563,0.7478411053540587,0.7400690846286702
20,direction_flip,1158,694,0.4006908462867012,0.39378238341968913,0.6804835924006909,0.6761658031088082
20,rdkit_random_smiles,1158,697,0.39810017271157166,0.39291882556131263,0.6623488773747841,0.6588946459412781
21,identity,1158,259,0.7763385146804835,0.7754749568221071,0.8687392055267703,0.8670120898100173
21,attachment_rooted_smiles,1158,456,0.6062176165803109,0.6027633851468048,0.7780656303972366,0.7746113989637305
21,light_denoise,1158,629,0.45682210708117443,0.45682210708117443,0.7417962003454232,0.7357512953367875
21,direction_flip,1158,668,0.4231433506044905,0.41882556131260795,0.6787564766839378,0.6753022452504318
21,rdkit_random_smiles,1158,689,0.40500863557858374,0.40328151986183075,0.6822107081174439,0.6804835924006909
22,identity,1158,219,0.810880829015544,0.810880829015544,0.8911917098445595,0.8877374784110535
22,attachment_rooted_smiles,1158,458,0.6044905008635578,0.6001727115716753,0.7806563039723662,0.7780656303972366
22,light_denoise,1158,653,0.43609671848013815,0.43523316062176165,0.7098445595854922,0.7037996545768567
22,direction_flip,1158,680,0.41278065630397237,0.40500863557858374,0.6856649395509499,0.6787564766839378
22,rdkit_random_smiles,1158,703,0.39291882556131263,0.38946459412780654,0.6770293609671848,0.6727115716753023
23,identity,1158,223,0.8074265975820379,0.8065630397236615,0.9006908462867013,0.8989637305699482
23,attachment_rooted_smiles,1158,463,0.6001727115716753,0.5932642487046632,0.7884283246977547,0.7875647668393783
23,light_denoise,1158,646,0.4421416234887737,0.4421416234887737,0.7158894645941278,0.7124352331606217
23,direction_flip,1158,667,0.42400690846286704,0.41796200345423146,0.7089810017271158,0.7072538860103627
23,rdkit_random_smiles,1158,680,0.41278065630397237,0.4075993091537133,0.7063903281519862,0.6968911917098446
24,identity,1158,213,0.8160621761658031,0.8151986183074266,0.9024179620034543,0.9015544041450777
24,attachment_rooted_smiles,1158,445,0.6157167530224525,0.6113989637305699,0.7823834196891192,0.7780656303972366
24,light_denoise,1158,656,0.43350604490500866,0.4326424870466321,0.7305699481865285,0.7262521588946459
24,direction_flip,1158,671,0.42055267702936094,0.4153713298791019,0.6839378238341969,0.6813471502590673
24,rdkit_random_smiles,1158,698,0.39723661485319517,0.39291882556131263,0.6796200345423143,0.6709844559585493
25,identity,1158,207,0.8212435233160622,0.8212435233160622,0.8963730569948186,0.8929188255613126
25,attachment_rooted_smiles,1158,444,0.616580310880829,0.6139896373056994,0.7901554404145078,0.7892918825561313
25,light_denoise,1158,674,0.41796200345423146,0.41796200345423146,0.7202072538860104,0.7176165803108808
25,direction_flip,1158,681,0.4119170984455959,0.40846286701208984,0.6813471502590673,0.6761658031088082
25,rdkit_random_smiles,1158,693,0.4015544041450777,0.39810017271157166,0.6848013816925734,0.6761658031088082
26,identity,1158,217,0.812607944732297,0.8117443868739206,0.8963730569948186,0.8929188255613126
26,attachment_rooted_smiles,1158,439,0.6208981001727115,0.616580310880829,0.7815198618307426,0.7797927461139896
26,light_denoise,1158,640,0.4473229706390328,0.4464594127806563,0.7374784110535406,0.7288428324697754
26,direction_flip,1158,663,0.4274611398963731,0.422279792746114,0.6778929188255614,0.6744386873920553
26,rdkit_random_smiles,1158,683,0.41018998272884283,0.4067357512953368,0.6822107081174439,0.6753022452504318
27,identity,1158,209,0.8195164075993091,0.8177892918825561,0.9050086355785838,0.9032815198618307
27,attachment_rooted_smiles,1158,439,0.6208981001727115,0.6174438687392055,0.8013816925734024,0.7936096718480138
27,light_denoise,1158,607,0.4758203799654577,0.47322970639032813,0.7582037996545768,0.7547495682210709
27,direction_flip,1158,652,0.4369602763385147,0.4326424870466321,0.694300518134715,0.6899827288428325
27,rdkit_random_smiles,1158,659,0.4309153713298791,0.4265975820379965,0.6778929188255614,0.6709844559585493
28,identity,1158,222,0.8082901554404145,0.8074265975820379,0.9110535405872193,0.9084628670120898
28,attachment_rooted_smiles,1158,438,0.6217616580310881,0.6174438687392055,0.8013816925734024,0.7996545768566494
28,light_denoise,1158,637,0.44991364421416236,0.4481865284974093,0.7374784110535406,0.7340241796200345
28,direction_flip,1158,670,0.4214162348877375,0.41882556131260795,0.7176165803108808,0.7141623488773747
28,rdkit_random_smiles,1158,657,0.4326424870466321,0.42918825561312607,0.7210708117443869,0.7150259067357513
29,identity,1158,208,0.8203799654576857,0.8177892918825561,0.9006908462867013,0.8981001727115717
29,attachment_rooted_smiles,1158,453,0.6088082901554405,0.6062176165803109,0.7892918825561313,0.7841105354058722
29,light_denoise,1158,619,0.46545768566493956,0.46545768566493956,0.7521588946459413,0.7495682210708118
29,direction_flip,1158,668,0.4231433506044905,0.41968911917098445,0.690846286701209,0.687392055267703
29,rdkit_random_smiles,1158,679,0.41364421416234887,0.41018998272884283,0.696027633851468,0.690846286701209
30,identity,1158,223,0.8074265975820379,0.8048359240069085,0.8989637305699482,0.8972366148531952
30,attachment_rooted_smiles,1158,441,0.6191709844559585,0.6157167530224525,0.7832469775474957,0.7789291882556131
30,light_denoise,1158,618,0.46632124352331605,0.46286701208981,0.7521588946459413,0.7487046632124352
30,direction_flip,1158,666,0.42487046632124353,0.4214162348877375,0.6865284974093264,0.6804835924006909
30,rdkit_random_smiles,1158,652,0.4369602763385147,0.43436960276338515,0.687392055267703,0.6839378238341969
31,identity,1158,222,0.8082901554404145,0.805699481865285,0.8989637305699482,0.8981001727115717
31,attachment_rooted_smiles,1158,447,0.6139896373056994,0.6105354058721935,0.7979274611398963,0.7953367875647669
31,light_denoise,1158,623,0.4620034542314335,0.46113989637305697,0.7383419689119171,0.7340241796200345
31,direction_flip,1158,666,0.42487046632124353,0.41796200345423146,0.7012089810017271,0.6986183074265976
31,rdkit_random_smiles,1158,668,0.4231433506044905,0.41796200345423146,0.6994818652849741,0.6934369602763385
32,identity,1158,214,0.8151986183074266,0.8134715025906736,0.9041450777202072,0.9024179620034543
32,attachment_rooted_smiles,1158,427,0.6312607944732297,0.6260794473229706,0.7996545768566494,0.7970639032815199
32,light_denoise,1158,610,0.47322970639032813,0.47322970639032813,0.7547495682210709,0.7521588946459413
32,direction_flip,1158,648,0.44041450777202074,0.43609671848013815,0.7063903281519862,0.7037996545768567
32,rdkit_random_smiles,1158,649,0.43955094991364424,0.43436960276338515,0.7020725388601037,0.6968911917098446
33,identity,1158,247,0.7867012089810017,0.7867012089810017,0.886873920552677,0.883419689119171
33,attachment_rooted_smiles,1158,448,0.613126079447323,0.6079447322970639,0.7858376511226253,0.7806563039723662
33,light_denoise,1158,631,0.45509499136442144,0.4533678756476684,0.7478411053540587,0.7426597582037997
33,direction_flip,1158,659,0.4309153713298791,0.42400690846286704,0.6925734024179621,0.6865284974093264
33,rdkit_random_smiles,1158,683,0.41018998272884283,0.40500863557858374,0.6934369602763385,0.6865284974093264
34,identity,1158,218,0.8117443868739206,0.810880829015544,0.9015544041450777,0.8998272884283247
34,attachment_rooted_smiles,1158,440,0.6200345423143351,0.6157167530224525,0.7970639032815199,0.7918825561312608
34,light_denoise,1158,618,0.46632124352331605,0.46459412780656306,0.7478411053540587,0.7435233160621761
34,direction_flip,1158,662,0.4283246977547496,0.42400690846286704,0.7210708117443869,0.7167530224525043
34,rdkit_random_smiles,1158,686,0.4075993091537133,0.4015544041450777,0.7167530224525043,0.7072538860103627
35,identity,1158,234,0.7979274611398963,0.7979274611398963,0.886873920552677,0.8860103626943006
35,attachment_rooted_smiles,1158,438,0.6217616580310881,0.6183074265975821,0.7918825561312608,0.7875647668393783
35,light_denoise,1158,625,0.46027633851468047,0.46027633851468047,0.7409326424870466,0.7331606217616581
35,direction_flip,1158,655,0.43436960276338515,0.4309153713298791,0.7150259067357513,0.7124352331606217
35,rdkit_random_smiles,1158,647,0.44127806563039723,0.4369602763385147,0.7089810017271158,0.6986183074265976
36,identity,1158,229,0.802245250431779,0.8013816925734024,0.9084628670120898,0.9050086355785838
36,attachment_rooted_smiles,1158,452,0.6096718480138169,0.6070811744386874,0.803972366148532,0.7987910189982729
36,light_denoise,1158,601,0.48100172711571676,0.48100172711571676,0.7728842832469776,0.7677029360967185
36,direction_flip,1158,646,0.4421416234887737,0.44041450777202074,0.7245250431778929,0.7210708117443869
36,rdkit_random_smiles,1158,677,0.4153713298791019,0.4119170984455959,0.7046632124352331,0.7012089810017271
37,identity,1158,212,0.8169257340241797,0.8160621761658031,0.8955094991364422,0.8937823834196891
37,attachment_rooted_smiles,1158,436,0.6234887737478411,0.6191709844559585,0.7815198618307426,0.7763385146804835
37,light_denoise,1158,612,0.47150259067357514,0.4697754749568221,0.7530224525043178,0.7469775474956822
37,direction_flip,1158,654,0.43523316062176165,0.4283246977547496,0.7167530224525043,0.7089810017271158
37,rdkit_random_smiles,1158,650,0.4386873920552677,0.43523316062176165,0.6968911917098446,0.6917098445595855
38,identity,1158,207,0.8212435233160622,0.8203799654576857,0.8929188255613126,0.8903281519861831
38,attachment_rooted_smiles,1158,428,0.6303972366148531,0.6234887737478411,0.7901554404145078,0.7884283246977547
38,light_denoise,1158,595,0.48618307426597585,0.4853195164075993,0.7616580310880829,0.7590673575129534
38,direction_flip,1158,639,0.4481865284974093,0.43955094991364424,0.7132987910189983,0.7089810017271158
38,rdkit_random_smiles,1158,630,0.45595854922279794,0.4533678756476684,0.7288428324697754,0.7210708117443869
39,identity,1158,224,0.8065630397236615,0.8065630397236615,0.8981001727115717,0.8955094991364422
39,attachment_rooted_smiles,1158,431,0.6278065630397237,0.6226252158894646,0.7962003454231433,0.7884283246977547
39,light_denoise,1158,612,0.47150259067357514,0.47150259067357514,0.7625215889464594,0.7530224525043178
39,direction_flip,1158,640,0.4473229706390328,0.44127806563039723,0.7184801381692574,0.7072538860103627
39,rdkit_random_smiles,1158,636,0.45077720207253885,0.4464594127806563,0.7322970639032815,0.7236614853195165
40,identity,1158,239,0.7936096718480138,0.7918825561312608,0.8946459412780656,0.8903281519861831
40,attachment_rooted_smiles,1158,417,0.6398963730569949,0.6355785837651122,0.8151986183074266,0.8134715025906736
40,light_denoise,1158,591,0.4896373056994819,0.48877374784110533,0.7780656303972366,0.770293609671848
40,direction_flip,1158,614,0.4697754749568221,0.46286701208981,0.731433506044905,0.7262521588946459
40,rdkit_random_smiles,1158,635,0.45164075993091535,0.44905008635578586,0.729706390328152,0.7253886010362695
