smiles,source_canonical_id,source_standardized_smiles
*#CC#CC(C)OC(=O)c1ccc(C(=O)OC(C)C#*)cc1,ru_000234,*C#CC#CC(C)OC(=O)c1ccc(C(=O)OC(*)C)cc1
*#CC#CCCC(=O)OCCN(CCOC(=O)CCC#*)c1ccc(/N=N/c2c(C)cc(/N=N/c3ccc(C#N)cc3)cc2C)cc1,ru_004639,*CCOC(=O)CCC#CC#CCCC(=O)OCCN(*)c1ccc(/N=N/c2c(C)cc(/N=N/c3ccc(C#N)cc3)cc2C)cc1
*#CC#CCCC(=O)OCCN(CCOC(=O)CCC#*)c1ccc([N+](=O)[O-])cc1,ru_003340,*CCC#CC#CCCC(=O)OCCN(CCOC(*)=O)c1ccc([N+](=O)[O-])cc1
*#CC#CCCCCCCCCC#*,ru_000235,*C#CC#CCCCCCCCC*
*#CC#CCCCCCCCCCOC(=O)C(=O)OCCCCCCCCCC#*,ru_003753,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)C(=O)O*
*#CC#CCCCCCCCCCOC(=O)CCC(=O)OCCCCCCCCCC#*,ru_003754,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O*
*#CC#CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCC#*,ru_003755,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O*
*#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCC#*,ru_003756,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O*
*#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCC#*,ru_003757,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*
*#CC#CCOC(=O)CCC(=O)OCC#*,ru_001717,*CC#CC#CCOC(=O)CCC(=O)O*
*#CC#CCOC(=O)CCCCC(=O)OCC#*,ru_001718,*CC#CC#CCOC(=O)CCCCC(=O)O*
*#CC#CCOC(=O)NCCCCCCNC(=O)OCC#*,ru_001719,*CC#CC#CCOC(=O)NCCCCCCNC(=O)O*
*#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)OCC#*)cc2)cc1,ru_001720,*CC#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1
*#CC#CCOC(=O)c1ccc(C(=O)OCC#*)cc1,ru_007264,*OCC#CC#CCOC(=O)c1ccc(C(*)=O)cc1
*#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)OCCOCCOCC#*,ru_004761,*CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O*
*#CC#CCOc1ccc(-c2ccc(OCC#*)cc2)cc1,ru_001721,*CC#CC#CCOc1ccc(-c2ccc(O*)cc2)cc1
*#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(OCC#*)cc2)c2ccc(/N=N/c3ccc(/N=N/c4cc(C)c(C#N)c(C)c4)cc3)cc2)cc1,ru_004713,*CCOC(=O)c1ccc(OCC#CC#CCOc2ccc(C(=O)OCCN(*)c3ccc(/N=N/c4ccc(/N=N/c5cc(C)c(C#N)c(C)c5)cc4)cc3)cc2)cc1
*#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(OCC#*)cc2)c2ccc(/N=N/c3ccc(/N=N/c4cc(C)c([N+](=O)[O-])c(C)c4)cc3)cc2)cc1,ru_004714,*CCOC(=O)c1ccc(OCC#CC#CCOc2ccc(C(=O)OCCN(*)c3ccc(/N=N/c4ccc(/N=N/c5cc(C)c([N+](=O)[O-])c(C)c5)cc4)cc3)cc2)cc1
*#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(OCC#*)cc2)c2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,ru_004715,*CCOC(=O)c1ccc(OCC#CC#CCOc2ccc(C(=O)OCCN(*)c3ccc(/N=N/c4ccc(C#N)cc4)cc3)cc2)cc1
*#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(OCC#*)cc2)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1,ru_007602,*OCCN(CCOC(=O)c1ccc(OCC#CC#CCOc2ccc(C(*)=O)cc2)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
*#CC#CCOc1ccc(C(=O)OCCN(CCOC(=O)c2ccc(OCC#*)cc2)c2ccc([N+](=O)[O-])cc2)cc1,ru_007603,*OCCN(CCOC(=O)c1ccc(OCC#CC#CCOc2ccc(C(*)=O)cc2)cc1)c1ccc([N+](=O)[O-])cc1
*#CC#CCOc1ccc(C(C)(C)c2ccc(OCC#*)cc2)cc1,ru_001722,*CC#CC#CCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1
*#CC#CCOc1cccc(C(=O)OCCN(CCOC(=O)c2cccc(OCC#*)c2)c2ccc(/N=N/c3ccc(C#N)cc3)cc2)c1,ru_004721,*CCOC(=O)c1cccc(OCC#CC#CCOc2cccc(C(=O)OCCN(*)c3ccc(/N=N/c4ccc(C#N)cc4)cc3)c2)c1
*#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(C#*)c3n(CCCCCCCCCCCCCCCC)c12,ru_000236,*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12
*#CC#Cc1cc2sc(C#*)cc2s1,ru_000237,*C#CC#Cc1cc2sc(*)cc2s1
*#CC#Cc1ccc(-c2ccc(C#*)s2)s1,ru_000240,*C#CC#Cc1ccc(-c2ccc(*)s2)s1
*#CC#Cc1ccc(C#*)cc1,ru_000238,*C#CC#Cc1ccc(*)cc1
*#CC#Cc1ccc(C#*)s1,ru_000239,*C#CC#Cc1ccc(*)s1
*#CC(=C(C#*)c1ccccc1)c1ccccc1,ru_000241,*C#CC(=C(*)c1ccccc1)c1ccccc1
*#CC(=C(C#*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,ru_000242,*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1
*#CC(C)(C)OC(=O)CCCCCCCCC(=O)OC(C)(C)C#*,ru_007025,*OC(C)(C)C#CC(C)(C)OC(=O)CCCCCCCCC(*)=O
*#CC(C)(C)OC(=O)c1cccc(C(=O)OC(C)(C)C#*)c1,ru_007026,*OC(C)(C)C#CC(C)(C)OC(=O)c1cccc(C(*)=O)c1
*#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(C#*)c1cncnc1,ru_000243,*C#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(*)c1cncnc1
*#CC(CO)=C(C#*)n1c2ccccc2c2ccccc21,ru_000244,*C#CC(CO)=C(*)n1c2ccccc2c2ccccc21
*#CC(COS(=O)(=O)c1ccc(C)cc1)C(C#*)COS(=O)(=O)c1ccc(C)cc1,ru_000091,*=C(C#CC(=*)COS(=O)(=O)c1ccc(C)cc1)COS(=O)(=O)c1ccc(C)cc1
*#CC=CC#*,ru_000245,*C#CC=C*
*#CCOC(=O)CCC(=O)OCC#*,ru_001723,*CC#CCOC(=O)CCC(=O)O*
*#CCOC(=O)CCCCC(=O)OCC#*,ru_007266,*OCC#CCOC(=O)CCCCC(*)=O
*#CCOC(=O)CCCCCCC(=O)OCC#*,ru_001724,*CC#CCOC(=O)CCCCCCC(=O)O*
*#CCOC(=O)CCCCCCCCC(=O)OCC#*,ru_001725,*CC#CCOC(=O)CCCCCCCCC(=O)O*
*#CCOC(=O)CCCCCCCCC(=O)OCC#CC(C#*)=Cc1ccc(C#Cc2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,ru_003727,*CCCCCCCCC(=O)OCC#CC(C#CCOC(*)=O)=Cc1ccc(C#Cc2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1
*#CCOC(=O)CCCCCCCCC(=O)OCC#CC(C#*)=Cc1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ru_003728,*CCCCCCCCC(=O)OCC#CC(C#CCOC(*)=O)=Cc1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1
*#CCOC(=O)CCCCCCCCC(=O)OCC#CC(C#*)=Cc1ccc(C#Cc2ccccc2)cc1,ru_003729,*CCCCCCCCC(=O)OCC#CC(C#CCOC(*)=O)=Cc1ccc(C#Cc2ccccc2)cc1
*#CCOC(=O)CCCCCCCCCCC(=O)OCC#*,ru_001726,*CC#CCOC(=O)CCCCCCCCCCC(=O)O*
*#CCOC(=O)NCCCCCCNC(=O)OCC#*,ru_001727,*CC#CCOC(=O)NCCCCCCNC(=O)O*
*#CCOC(=O)c1ccc(C(=O)OCC#*)cc1,ru_007268,*OCC#CCOC(=O)c1ccc(C(*)=O)cc1
*#C[SiH2]CCc1cccc(C#*)c1,ru_000001,*#C[SiH2]C#Cc1cccc(C#*)c1
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#*,ru_000247,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#*,ru_000246,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#*,ru_000247,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#*,ru_000248,*C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#*,ru_000246,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#*,ru_000247,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#*,ru_000248,*C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#*,ru_000246,*C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)O[Si](C)(C)C#C[Si](C)(C)C#C[Si](*)(C)C
*#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(C#*)c3n(CCCCCCCCCCCCCCCC)c12,ru_000250,*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12
*#Cc1cc(CCCCCC)c(C#*)s1,ru_000251,*C#Cc1cc(CCCCCC)c(*)s1
*#Cc1cc(CCCCCC)c(C#Cc2c(F)c(F)c(C#*)c(F)c2F)s1,ru_000249,*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F
*#Cc1cc(OCCNCCCC)c(C#Cc2cc(OCC(CC)CCCC)c(C#*)cc2OCC(CC)CCCC)cc1OCCNCCCC,ru_000252,*C#Cc1cc(OCC(CC)CCCC)c(C#Cc2cc(OCCNCCCC)c(*)cc2OCCNCCCC)cc1OCC(CC)CCCC
*#Cc1ccc(-c2nnc(-c3ccc(C#Cc4cc(OCCCCCCCC)c(C#*)cc4OCCCCCCCC)cc3)o2)cc1,ru_000257,*C#Cc1ccc(-c2nnc(-c3ccc(C#Cc4cc(OCCCCCCCC)c(*)cc4OCCCCCCCC)cc3)o2)cc1
*#Cc1ccc(C#*)c(SCCCCCCCCCCCC)c1,ru_000255,*C#Cc1ccc(*)c(SCCCCCCCCCCCC)c1
*#Cc1ccc(C#*)s1,ru_000256,*C#Cc1ccc(*)s1
*#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)C#*)cc1,ru_000258,*C#Cc1ccc(C#C[Si](C)(C)O[Si](*)(C)C)cc1
*#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#*)cc1,ru_000259,*C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](*)(C)C)cc1
*#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#*)cc1,ru_000260,*C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)C)cc1
*#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#*)cc1,ru_000261,*C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)C)cc1
*#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#*)cc1,ru_000262,*C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)C)cc1
*#Cc1ccc(C#Cc2cc(OCCCCCCCC)c(C#*)cc2OCCCCCCCC)s1,ru_000254,*C#Cc1cc(OCCCCCCCC)c(C#Cc2ccc(*)s2)cc1OCCCCCCCC
*#Cc1ccc(N(CCCC)CC(O)CCCS(=O)(=O)c2ccc(C#*)cc2)cc1,ru_003157,*CC(O)CCCS(=O)(=O)c1ccc(C#Cc2ccc(N(*)CCCC)cc2)cc1
*#Cc1ccc(NC(=O)c2ccc(C#*)cc2)cc1,ru_006269,*Nc1ccc(C#Cc2ccc(C(*)=O)cc2)cc1
*#Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C#*)cc3)cc2)cc1,ru_006270,*Nc1ccc(C#Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1
*#Cc1ccc(NC(=O)c2cccc(C(=O)Nc3cccc(C#*)c3)c2)cc1,ru_006271,*Nc1ccc(C#Cc2cccc(NC(=O)c3cccc(C(*)=O)c3)c2)cc1
*#Cc1ccc2c(-c3c(O)ccc4cc(C#Cc5cc(OCCCCCC)c(C#*)cc5OCCCCCC)ccc34)c(O)ccc2c1,ru_000253,*C#Cc1cc(OCCCCCC)c(C#Cc2ccc3c(-c4c(O)ccc5cc(*)ccc45)c(O)ccc3c2)cc1OCCCCCC
*#Cc1cccc(C#C[SiH](C)C#*)c1,ru_000263,*C#Cc1cccc(C#C[SiH](*)C)c1
*#Cc1cccc(C#C[Si](C)(C)C#*)c1,ru_000264,*C#Cc1cccc(C#C[Si](*)(C)C)c1
*#Cc1cccc(CC[SiH](C#*)c2ccccc2)c1,ru_000002,*#Cc1cccc(C#C[SiH](C#*)c2ccccc2)c1
*#Cc1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4cccc(C#*)c4)C5=O)cc3C2=O)c1,ru_000964,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C#Cc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O
*#Cc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C#*)c2)C3=O)c1,ru_000506,*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1
*#Cc1cccc(NC(=O)c2cccc(C#*)c2)c1,ru_006723,*Nc1cccc(C#Cc2cccc(C(*)=O)c2)c1
*#Cc1ccccc1CC[SiH](C#*)c1ccccc1,ru_000003,*#Cc1ccccc1C#C[SiH](C#*)c1ccccc1
*#Cc1sc(-c2sc(C#*)c3c2OCCO3)c2c1OCCO2,ru_000265,*C#Cc1sc(-c2sc(*)c3c2OCCO3)c2c1OCCO2
*#Cc1sc(C#Cc2c(F)c(F)c(C#*)c(F)c2F)cc1CCCCCC,ru_000249,*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F
*/C(=C/c1cc(OC)c(CC(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,ru_000145,*=Cc1cc(OC)c(/C=C(\c2ccc(OC)cc2)c2ccc(C(=*)c3ccc(OC)cc3)cc2)cc1OC
*/C(=C/c1ccc(-c2ccc(/C=C(\c3ccccc3)c3ccc(OC(=O)CCCCC(=O)Oc4ccc(*)cc4)cc3)cc2)cc1)c1ccccc1,ru_003574,*CCCCC(=O)Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC(*)=O)cc4)cc3)cc2)c2ccccc2)cc1
*/C(=C/c1ccc(-c2ccc(/C=C(\c3ccccc3)c3ccc(OC(=O)CCCCCCCCC(=O)Oc4ccc(*)cc4)cc3)cc2)cc1)c1ccccc1,ru_003742,*CCCCCCCCC(=O)Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC(*)=O)cc4)cc3)cc2)c2ccccc2)cc1
*/C(=C/c1ccc(-c2ccc(/C=C(\c3ccccc3)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(*)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_008075,*Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)c2ccccc2)cc1
*/C(=C/c1ccc(-c2ccc(/C=C(\c3ccccc3)c3ccc(OC(=O)c4cccc(C(=O)Oc5ccc(*)cc5)c4)cc3)cc2)cc1)c1ccccc1,ru_008076,*Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)c2ccccc2)cc1
*/C(=C/c1ccc(C=Cc2cc(OC)c(C=Cc3ccc(/C=C(/c4ccc(*)cc4)c4ccc(Oc5ccccc5)cc4)cc3)cc2OC)cc1)Oc1ccccc1,ru_001630,*C=Cc1ccc(/C=C(\Oc2ccccc2)c2ccc(/C(=C/c3ccc(C=Cc4cc(OC)c(*)cc4OC)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1
*/C(=C/c1ccc(C=Cc2cc(OC)c(C=Cc3ccc(/C=C(\Oc4ccccc4)c4ccc(*)cc4)cc3)cc2OC)cc1)c1ccc(Oc2ccccc2)cc1,ru_001630,*C=Cc1ccc(/C=C(\Oc2ccccc2)c2ccc(/C(=C/c3ccc(C=Cc4cc(OC)c(*)cc4OC)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1
*/C(=C/c1ccc(CC(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1)c1ccccc1,ru_000146,*=Cc1ccc(/C=C(\c2ccccc2)c2ccc(-c3ccc(C(=*)c4ccccc4)cc3)cc2)cc1
*/C(=N/c1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_010572,*c1ccc(Oc2ccc(/C(=N/c3ccc(/N=C(\c4ccccc4)c4ccc(Oc5ccc(C(*)(C)C)cc5)cc4)cc3)c3ccccc3)cc2)cc1
*/C(=N/c1ccc(NC(c2ccccc2)c2ccc(*)cc2)cc1)c1ccccc1,ru_000210,*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(C(=*)c3ccccc3)cc2)cc1
*/C(=N/c1ccc(NC(c2ccccc2)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_000211,*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(C(=*)c6ccccc6)cc5)cc4)cc3)cc2)cc1
*/C(=N/c1ccc(NC(c2ccccc2)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_000212,*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(C(=*)c6ccccc6)cc5)cc4)cc3)cc2)cc1
*/C(=N/c1ccc(NC(c2ccccc2)c2ccc(Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)cc1)c1ccccc1,ru_000213,*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(Oc4ccc(C(=*)c5ccccc5)cc4)cc3)cc2)cc1
*/C(=N/c1ccc(NC(c2ccccc2)c2ccc(Oc3ccc4ccc(Oc5ccc(*)cc5)cc4c3)cc2)cc1)c1ccccc1,ru_000214,*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc4ccc(Oc5ccc(C(=*)c6ccccc6)cc5)cc4c3)cc2)cc1
*/C(=N/c1ccc(Oc2ccc(/N=C(\c3ccccc3)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_010573,*c1ccc(Oc2ccc(/C(=N/c3ccc(Oc4ccc(/N=C(\c5ccccc5)c5ccc(Oc6ccc(C(*)(C)C)cc6)cc5)cc4)cc3)c3ccccc3)cc2)cc1
*/C(=N/c1ccc(Oc2ccc(NC(c3ccccc3)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,ru_000223,*=Nc1ccc(Oc2ccc(/N=C(\c3ccccc3)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(Oc6ccc(C(=*)c7ccccc7)cc6)cc5)cc4)cc3)cc2)cc1
*/C(=N/c1ccc(Oc2ccc(NC(c3ccccc3)c3ccc(Oc4ccc5ccc(Oc6ccc(*)cc6)cc5c4)cc3)cc2)cc1)c1ccccc1,ru_000224,*=Nc1ccc(Oc2ccc(/N=C(\c3ccccc3)c3ccc(Oc4ccc5ccc(Oc6ccc(C(=*)c7ccccc7)cc6)cc5c4)cc3)cc2)cc1
*/C(=N/c1cccc(NC(c2ccccc2)c2ccc(*)cc2)c1)c1ccccc1,ru_000231,*=Nc1cccc(/N=C(\c2ccccc2)c2ccc(C(=*)c3ccccc3)cc2)c1
*/C(C#N)=C/c1cc(C=C(C#N)c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(*)ccc2-3)cc(N(c2ccccc2)c2ccccc2)c1,ru_000037,*/C(C#N)=C/c1cc(C=C(C#N)c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(*)ccc2-3)cc(N(c2ccccc2)c2ccccc2)c1
*/C(C#N)=C/c1ccc(/C=C/c2ccc(N(CC)Cc3ccccc3CN(CC)c3ccc(/C=C/c4ccc(C=C(C#N)c5cccc(*)c5)s4)cc3)cc2)s1,ru_005487,*Cc1ccccc1CN(CC)c1ccc(/C=C/c2ccc(/C=C(\C#N)c3cccc(C(C#N)=Cc4ccc(/C=C/c5ccc(N(*)CC)cc5)s4)c3)s2)cc1
*/C(C#N)=C/c1ccc(/C=C/c2ccc(N(CC)Cc3ccccc3CN(CC)c3ccc(C=Cc4ccc(/C=C(\C#N)S(*)(=O)=O)s4)cc3)cc2)s1,ru_005486,*Cc1ccccc1CN(CC)c1ccc(/C=C/c2ccc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c3ccc(C=Cc4ccc(N(*)CC)cc4)s3)s2)cc1
*/C(C#N)=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(CC(C#N)c6cccc(*)c6)s5)cc4)cc3)cc2)s1,ru_000148,*=Cc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C(\C#N)c6cccc(C(=*)C#N)c6)s5)cc4)cc3)cc2)s1
*/C(C#N)=C/c1ccc(C=Cc2ccc(N(CC)Cc3ccccc3CN(CC)c3ccc(/C=C/c4ccc(/C=C(\C#N)S(*)(=O)=O)s4)cc3)cc2)s1,ru_005486,*Cc1ccccc1CN(CC)c1ccc(/C=C/c2ccc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c3ccc(C=Cc4ccc(N(*)CC)cc4)s3)s2)cc1
*/C(C#N)=C/c1ccc(N(CC)Cc2ccccc2CN(CC)c2ccc(C=C(C#N)S(*)(=O)=O)cc2)cc1,ru_005483,*Cc1ccccc1CN(CC)c1ccc(/C=C(\C#N)S(=O)(=O)C(C#N)=Cc2ccc(N(*)CC)cc2)cc1
*/C(C)=N/c1ccc(NC(C)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)cc1,ru_000208,*=Nc1ccc(/N=C(\C)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C(=*)C)cc5)cc4)cc3)cc2)cc1
*/C(C)=N/c1ccc(NC(C)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)cc1,ru_000209,*=Nc1ccc(/N=C(\C)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(C(=*)C)cc5)cc4)cc3)cc2)cc1
*/C(C)=N/c1ccc(Oc2ccc(NC(C)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,ru_000221,*=Nc1ccc(Oc2ccc(/N=C(\C)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(C(=*)C)cc6)cc5)cc4)cc3)cc2)cc1
*/C(C)=N/c1ccc(Oc2ccc(NC(C)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,ru_000222,*=Nc1ccc(Oc2ccc(/N=C(\C)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(Oc6ccc(C(=*)C)cc6)cc5)cc4)cc3)cc2)cc1
*/C=C(/C)CC*,ru_001231,*C/C=C(/C)C*
*/C=C(\C#N)C(=O)NC1CCCCC1NC(=O)/C(C#N)=C/c1ccc(/C=C/c2ccc(N(CC)Cc3ccccc3CN(CC)c3ccc(/C=C/c4ccc(*)cc4)cc3)cc2)cc1,ru_005484,*Cc1ccccc1CN(CC)c1ccc(/C=C/c2ccc(/C=C(\C#N)C(=O)NC3CCCCC3NC(=O)/C(C#N)=C/c3ccc(/C=C/c4ccc(N(*)CC)cc4)cc3)cc2)cc1
