smiles,source_canonical_id,source_standardized_smiles
*C=CC1CC(*)CC1[Si](C)(C)C[Si](C)(C)C,ru_001531,*C=CC1CC(*)CC1[Si](C)(C)C[Si](C)(C)C
*C=CC1CC(*)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O,ru_001532,*C=CC1CC(*)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O
*C=CC1CC(*)c2c1c(O)n(-c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c2O,ru_001533,*C=CC1CC(*)c2c1c(O)n(-c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c2O
*C=CC1CC(*)c2c1c(O)n(-c1ccc(C)cc1)c2O,ru_001534,*C=CC1CC(*)c2c1c(O)n(-c1ccc(C)cc1)c2O
*C=CC1CC(*)c2c1c(O)n(-c1cccc(C)c1)c2O,ru_001535,*C=CC1CC(*)c2c1c(O)n(-c1cccc(C)c1)c2O
*C=CC1CC(*)c2c1c(O)n(-c1ccccc1)c2O,ru_001536,*C=CC1CC(*)c2c1c(O)n(-c1ccccc1)c2O
*C=CC1CC(*)c2c1c(O)n(-c1ccccc1C)c2O,ru_001537,*C=CC1CC(*)c2c1c(O)n(-c1ccccc1C)c2O
*C=CC1CC(*)c2c1c(O)n(C13CC4CC(CC(C4)C1)C3)c2O,ru_001538,*C=CC1CC(*)c2c1c(O)n(C13CC4CC(CC(C4)C1)C3)c2O
*C=CC1CC(*)c2c1c(O)n(C1CCCC1)c2O,ru_001539,*C=CC1CC(*)c2c1c(O)n(C1CCCC1)c2O
*C=CC1CC(*)c2c1c(O)n(C1CCCCC1)c2O,ru_001540,*C=CC1CC(*)c2c1c(O)n(C1CCCCC1)c2O
*C=CC1CC(*)c2c1c(O)n(CCC)c2O,ru_001541,*C=CC1CC(*)c2c1c(O)n(CCC)c2O
*C=CC1CC(*)c2c1c(O)n(CCCCCC)c2O,ru_001542,*C=CC1CC(*)c2c1c(O)n(CCCCCC)c2O
*C=CC1CC(*)c2c1c(O)n(CCCCCCCC)c2O,ru_001543,*C=CC1CC(*)c2c1c(O)n(CCCCCCCC)c2O
*C=CC1CC(*)c2c1c(O)n(CCCCCCCCC)c2O,ru_001544,*C=CC1CC(*)c2c1c(O)n(CCCCCCCCC)c2O
*C=CC1CC(C=CC2OC(*)c3c2c(O)n(-c2c(F)c(F)c(F)c(F)c2F)c3O)c2c1c(O)n(-c1ccccc1)c2O,ru_001547,*C=CC1OC(C=CC2CC(*)c3c2c(O)n(-c2ccccc2)c3O)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O
*C=CC1CCC(*)C1,ru_001545,*C=CC1CCC(*)C1
*C=CC1OC(*)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O,ru_001546,*C=CC1OC(*)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O
*C=CC1OC(C=CC2CC(*)c3c2c(O)n(-c2ccccc2)c3O)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O,ru_001547,*C=CC1OC(C=CC2CC(*)c3c2c(O)n(-c2ccccc2)c3O)c2c1c(O)n(-c1c(F)c(F)c(F)c(F)c1F)c2O
*C=CC=C(C)C=Cc1nc(-c2csc(C=CC(C)=C*)n2)cs1,ru_001453,*C=CC(C)=CC=CC=C(C)C=Cc1nc(-c2csc(*)n2)cs1
*C=CC=C(C)C=Nc1nc(-c2csc(N=CC(C)=C*)n2)cs1,ru_005514,*N=CC(C)=CC=CC=C(C)C=Nc1nc(-c2csc(*)n2)cs1
*C=CC=CC(=CC=C*)CCS(=O)(=O)O,ru_001548,*C=CC=CC=CC=C(*)CCS(=O)(=O)O
*C=CC=CC=C(C=C*)CCS(=O)(=O)O,ru_001548,*C=CC=CC=CC=C(*)CCS(=O)(=O)O
*C=CC=CC=CC(=C*)CCS(=O)(=O)O,ru_001548,*C=CC=CC=CC=C(*)CCS(=O)(=O)O
*C=CC=CC=CC=C(*)CCS(=O)(=O)O,ru_001548,*C=CC=CC=CC=C(*)CCS(=O)(=O)O
*C=CC=CCC*,ru_001549,*C=CC=CCC*
*C=CC=Cc1ccc(OCCCCCCCCCOc2ccc(*)cc2)cc1,ru_004039,*CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O*)cc2)cc1
*C=CC=Cc1ccc(OCCCCCCCCCOc2ccc(*)cc2C)c(C)c1,ru_004038,*CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O*)c(C)c2)cc1C
*C=CC=Cc1ccc(OCCCCCCCOc2ccc(*)cc2C)c(C)c1,ru_004105,*CCCCCCCOc1ccc(C=CC=Cc2ccc(O*)c(C)c2)cc1C
*C=CC=Cc1nc2cc3sc(*)nc3cc2s1,ru_001550,*C=CC=Cc1nc2cc3sc(*)nc3cc2s1
*C=CCC(*)(C(F)(F)F)C(F)(F)F,ru_001461,*C=CC(C*)(C(F)(F)F)C(F)(F)F
*C=CCC(*)C,ru_001459,*C=CC(C)C*
*C=CCC(*)C#N,ru_000090,*/C=C\C(C#N)C*
*C=CCC(*)C(C)CC,ru_001462,*C=CC(C*)C(C)CC
*C=CCC(*)CC,ru_001463,*C=CC(C*)CC
*C=CCC(*)CCC,ru_001464,*C=CC(C*)CCC
*C=CCC(*)COCC(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,ru_001552,*C=CCC(*)COCC(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
*C=CCC(*)OC,ru_001465,*C=CC(C*)OC
*C=CCC(=O)OCCCCCCCCCCCCCCCCOC(=O)C*,ru_003864,*CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(=O)OCCCCCCCCCCCCCCOC(=O)C*,ru_003877,*CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(=O)OCCCCCCCCCCCCOC(=O)C*,ru_003902,*CCCCCCCCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(=O)OCCCCCCCCCCOC(=O)C*,ru_003972,*CCCCCCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(=O)OCCCCCCCCOC(=O)C*,ru_004060,*CCCCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(=O)OCCCCCCOC(=O)C*,ru_004187,*CCCCCCOC(=O)CC=CCC(=O)O*
*C=CCC(C#N)CC(*)(C)C,ru_001451,*C=CC(C)(C)CC(C#N)C*
*C=CCC(C)(CC*)C(=O)OC,ru_001554,*C=CCC(C)(CC*)C(=O)OC
*C=CCC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,ru_003325,*CC=CCC(*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2
*C=CCC(C*)(c1ccccc1)c1ccccc1,ru_001555,*C=CCC(C*)(c1ccccc1)c1ccccc1
*C=CCC(C*)c1ccccc1,ru_001556,*C=CCC(C*)c1ccccc1
*C=CCC*,ru_001557,*C=CCC*
*C=CCCC(=O)N1CCN(C(=O)CC*)CC1,ru_000324,*C(=O)CCC=CCCC(=O)N1CCN(*)CC1
*C=CCCC(=O)NCC=CCNC(=O)CC*,ru_003328,*CC=CCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCCCCCCNC(=O)CC*,ru_003948,*CCCCCCCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCCCCCNC(=O)CC*,ru_004016,*CCCCCCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCCCCNC(=O)CC*,ru_004050,*CCCCCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCCCNC(=O)CC*,ru_004089,*CCCCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCCNC(=O)CC*,ru_004153,*CCCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCCNC(=O)CC*,ru_004258,*CCCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCCNC(=O)CC*,ru_004322,*CCCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)NCCCNC(=O)CC*,ru_004427,*CCCNC(=O)CCC=CCCC(=O)N*
*C=CCCC(=O)OCCCCCCCCCCCCCCCCOC(=O)CC*,ru_003865,*CCCCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*
*C=CCCC(=O)OCCCCCCCCCCCCCCOC(=O)CC*,ru_003878,*CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*
*C=CCCC(=O)OCCCCCCCCCCCCOC(=O)CC*,ru_003903,*CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*
*C=CCCC(=O)OCCCCCCCCCCOC(=O)CC*,ru_003974,*CCCCCCCCCCOC(=O)CCC=CCCC(=O)O*
*C=CCCC(=O)OCCCCCCOC(=O)CC*,ru_004190,*CCCCCCOC(=O)CCC=CCCC(=O)O*
*C=CCCC(C)(C*)C(=O)OC,ru_001554,*C=CCC(C)(CC*)C(=O)OC
*C=CCCC*,ru_001558,*C=CCCC*
*C=CCCC=C*,ru_001549,*C=CC=CCC*
*C=CCCC=CC(=O)NCCCCCCCNC(*)=O,ru_004088,*CCCCCCCNC(=O)C=CCCC=CC(=O)N*
*C=CCCCC(Cl)CCC*,ru_001559,*C=CCCCC(Cl)CCC*
*C=CCCCC*,ru_001560,*C=CCCCC*
*C=CCCCCC*,ru_001561,*C=CCCCCC*
*C=CCCCCCC*,ru_001562,*C=CCCCCCC*
*C=CCCCCCCC(Cl)CCCCCC*,ru_001563,*C=CCCCCCCC(Cl)CCCCCC*
*C=CCCCCCCCC*,ru_001564,*C=CCCCCCCCC*
*C=CCCCCCCCCCC(*)C,ru_001460,*C=CC(C)CCCCCCCCC*
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,ru_001565,*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,ru_001566,*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,ru_003767,*CCCCCCCCCC=CCCCCCCCCCC(*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34
*C=CCCCCCCCCCC(Cl)CCCCCCCCC*,ru_001567,*C=CCCCCCCCCCC(Cl)CCCCCCCCC*
*C=CCCCCCCCCCC*,ru_001568,*C=CCCCCCCCCCC*
*C=CCCCOC(=O)CCC1NC(=O)C(CCC(=O)OCCC*)NC1=O,ru_003365,*CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C(*)NC1=O
*C=CCC[Si](C)(C*)c1ccccc1,ru_003327,*CC=CCC[Si](*)(C)c1ccccc1
*C=CCNC(=O)CCC=CCCC(=O)NC*,ru_003328,*CC=CCNC(=O)CCC=CCCC(=O)N*
*C=CCOC(=O)CCCCCCCCC(=O)OC*,ru_003329,*CC=CCOC(=O)CCCCCCCCC(=O)O*
*C=CCOC(=O)NCCCCCCNC(=O)OC*,ru_003330,*CC=CCOC(=O)NCCCCCCNC(=O)O*
*C=CCS(=O)(=O)C(*)C,ru_001569,*C=CCS(=O)(=O)C(*)C
*C=CCS(=O)(=O)C(*)CC,ru_001570,*C=CCS(=O)(=O)C(*)CC
*C=CCS(=O)(=O)C*,ru_003331,*CC=CCS(*)(=O)=O
*C=CC[Si](C)(C)C*,ru_003332,*CC=CC[Si](*)(C)C
*C=CC[Si](C)(C*)CCCOc1ccc(-c2ccccc2)cc1,ru_003333,*CC=CC[Si](*)(C)CCCOc1ccc(-c2ccccc2)cc1
*C=CC[Si](C)(C*)CCCOc1ccc2ccccc2c1,ru_003334,*CC=CC[Si](*)(C)CCCOc1ccc2ccccc2c1
*C=CC[Si](C)(C*)CCCOc1ccccc1,ru_003335,*CC=CC[Si](*)(C)CCCOc1ccccc1
*C=CC[Si](C)(C*)c1ccccc1,ru_003336,*CC=CC[Si](*)(C)c1ccccc1
*C=CC[Si](C)(CC*)c1ccccc1,ru_003327,*CC=CCC[Si](*)(C)c1ccccc1
*C=CC[Si](C*)(CCCOc1ccccc1)c1ccccc1,ru_003338,*CC=CC[Si](*)(CCCOc1ccccc1)c1ccccc1
*C=CC[Si](C*)(c1ccccc1)c1ccccc1,ru_003339,*CC=CC[Si](*)(c1ccccc1)c1ccccc1
*C=CC[Si](C=C)(C=C)C*,ru_003337,*CC=CC[Si](*)(C=C)C=C
*C=CNc1cccc(S(=O)(=O)c2cccc(N/C=C/C(=O)c3cccc(C(*)=O)c3)c2)c1,ru_001571,*C=CNc1cccc(S(=O)(=O)c2cccc(N/C=C/C(=O)c3cccc(C(*)=O)c3)c2)c1
*C=C[Si](*)(c1ccccc1)c1ccccc1,ru_001572,*C=C[Si](*)(c1ccccc1)c1ccccc1
*C=C[Si](C)(C)c1ccc([Si](C)(C)/C=C/c2ccc(*)cc2)cc1,ru_001635,*C=Cc1ccc(/C=C/[Si](C)(C)c2ccc([Si](*)(C)C)cc2)cc1
*C=C[Si](C)(C)c1ccc([Si](C)(C)/C=C/c2cccc(*)c2)cc1,ru_001680,*C=Cc1cccc(/C=C/[Si](C)(C)c2ccc([Si](*)(C)C)cc2)c1
*C=C[Si](C)(C)c1cccc([Si](C)(C)/C=C/c2ccc(*)cc2)c1,ru_001636,*C=Cc1ccc(/C=C/[Si](C)(C)c2cccc([Si](*)(C)C)c2)cc1
*C=C[Si](C)(C)c1cccc([Si](C)(C)/C=C/c2cccc(*)c2)c1,ru_001681,*C=Cc1cccc(/C=C/[Si](C)(C)c2cccc([Si](*)(C)C)c2)c1
*C=C[Si](C)(CCC(F)(F)F)c1ccc([Si](C)(/C=C/c2ccc(*)cc2)CCC(F)(F)F)cc1,ru_001637,*C=Cc1ccc(/C=C/[Si](C)(CCC(F)(F)F)c2ccc([Si](*)(C)CCC(F)(F)F)cc2)cc1
*C=C[Si](C)(CCC(F)(F)F)c1ccc([Si](C)(/C=C/c2cccc(*)c2)CCC(F)(F)F)cc1,ru_001682,*C=Cc1cccc(/C=C/[Si](C)(CCC(F)(F)F)c2ccc([Si](*)(C)CCC(F)(F)F)cc2)c1
*C=C[Si](C)(CCC(F)(F)F)c1cccc([Si](C)(/C=C/c2ccc(*)cc2)CCC(F)(F)F)c1,ru_001638,*C=Cc1ccc(/C=C/[Si](C)(CCC(F)(F)F)c2cccc([Si](*)(C)CCC(F)(F)F)c2)cc1
*C=C[Si](C)(CCC(F)(F)F)c1cccc([Si](C)(/C=C/c2cccc(*)c2)CCC(F)(F)F)c1,ru_001683,*C=Cc1cccc(/C=C/[Si](C)(CCC(F)(F)F)c2cccc([Si](*)(C)CCC(F)(F)F)c2)c1
*C=C[Si](C=[CH][Ge]([*])([c]1ccccc1)[c]1ccccc1)(c1ccccc1)c1ccccc1,ru_001714,*C=[CH][Ge]([CH]=C[Si](*)(c1ccccc1)c1ccccc1)([c]1ccccc1)[c]1ccccc1
*C=Cc1c(OC(=O)c2ccc(C(=O)Oc3ccc4ccccc4c3/C=C/c3cccc(*)n3)cc2)ccc2ccccc12,ru_008824,*Oc1ccc2ccccc2c1/C=C/c1cccc(C=Cc2c(OC(=O)c3ccc(C(*)=O)cc3)ccc3ccccc23)n1
*C=Cc1c(OC(=O)c2ccc(C(=O)Oc3cccc4ccc(*)nc34)cc2)ccc2ccccc12,ru_008968,*Oc1cccc2ccc(C=Cc3c(OC(=O)c4ccc(C(*)=O)cc4)ccc4ccccc34)nc12
*C=Cc1cc(-c2ccc(F)c(C(F)(F)F)c2)c(*)cc1OCC(CC)CCCC,ru_001585,*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1
*C=Cc1cc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)c(*)cc1OCC(CC)CCCC,ru_001586,*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
*C=Cc1cc(Br)c(*)cc1OC,ru_001578,*C=Cc1cc(OC)c(*)cc1Br
*C=Cc1cc(C(C)C)c(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1C(C)C,ru_001573,*C=Cc1cc(C(C)C)c(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1C(C)C
*C=Cc1cc(C=Cc2ccc(*)cc2)ncn1,ru_001649,*C=Cc1ccc(C=Cc2cc(*)ncn2)cc1
*C=Cc1cc(C=Cc2ccc(-c3ccc(*)cc3)cc2)ncn1,ru_001626,*C=Cc1ccc(-c2ccc(C=Cc3cc(*)ncn3)cc2)cc1
*C=Cc1cc(C=Cc2ccc(Oc3ccc(*)cc3)cc2)ncn1,ru_001671,*C=Cc1ccc(Oc2ccc(C=Cc3cc(*)ncn3)cc2)cc1
*C=Cc1cc(C=Cc2cccc(*)c2)nc(-c2ccccc2)n1,ru_001684,*C=Cc1cccc(C=Cc2cc(*)nc(-c3ccccc3)n2)c1
*C=Cc1cc(C=Cc2cccc(*)c2)ncn1,ru_001685,*C=Cc1cccc(C=Cc2cc(*)ncn2)c1
*C=Cc1cc(CCCCCC)c(*)s1,ru_001574,*C=Cc1cc(CCCCCC)c(*)s1
*C=Cc1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1,ru_001575,*C=Cc1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1
*C=Cc1cc(CCCCCC)c(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1CCCCCC,ru_001584,*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3cc(CCCCCC)c(*)cc3CCCCCC)cc2OC)c(OC)c1
*C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc(*)cc2)cc1CCCCCCCCCC,ru_001576,*C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc(*)cc2)cc1CCCCCCCCCC
*C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc(-c3ccc(*)nc3)cn2)cc1CCCCCCCCCC,ru_001627,*C=Cc1ccc(-c2ccc(C=Cc3cc(CCCCCCCCCC)c(*)cc3CCCCCCCCCC)nc2)cn1
*C=Cc1cc(CCCCCCCCCCCCCCCC)c(C=Cc2nc(*)c(C#N)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2C#N)cc1CCCCCCCCCCCCCCCC,ru_001693,*C=Cc1nc(C=Cc2cc(CCCCCCCCCCCCCCCC)c(*)cc2CCCCCCCCCCCCCCCC)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1C#N
*C=Cc1cc(Cl)c(*)cc1Cl,ru_001577,*C=Cc1cc(Cl)c(*)cc1Cl
*C=Cc1cc(OC)c(*)cc1Br,ru_001578,*C=Cc1cc(OC)c(*)cc1Br
*C=Cc1cc(OC)c(*)cc1OCC(CC)CCCC,ru_001579,*C=Cc1cc(OC)c(*)cc1OCC(CC)CCCC
*C=Cc1cc(OC)c(*)cc1OCC1CC2CC1C1CCCC21,ru_001589,*C=Cc1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC
*C=Cc1cc(OC)c(*)cc1OCCC(C)CCCC(C)C,ru_001580,*C=Cc1cc(OC)c(*)cc1OCCC(C)CCCC(C)C
*C=Cc1cc(OC)c(*)cc1OCCCC,ru_001591,*C=Cc1cc(OCCCC)c(*)cc1OC
*C=Cc1cc(OC)c(*)cc1OCCCCCC,ru_001593,*C=Cc1cc(OCCCCCC)c(*)cc1OC
*C=Cc1cc(OC)c(*)cc1OCCCCCCCC,ru_001595,*C=Cc1cc(OCCCCCCCC)c(*)cc1OC
*C=Cc1cc(OC)c(*)cc1OCCCCCCCCCCCC,ru_001596,*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC
*C=Cc1cc(OC)c(*)cc1OCCc1ccccc1,ru_001597,*C=Cc1cc(OCCc2ccccc2)c(*)cc1OC
*C=Cc1cc(OC)c(/C=C/c2ccc(OCCOCCOCCOc3ccc(*)c4ccccc34)c3ccccc23)cc1OC,ru_001667,*C=Cc1ccc(OCCOCCOCCOc2ccc(/C=C/c3cc(OC)c(*)cc3OC)c3ccccc23)c2ccccc12
*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OC)cc1OCC(CC)CCCC,ru_001581,*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OCC(CC)CCCC)cc1OC
*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OCC(CC)CCCC)cc1OC,ru_001581,*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OCC(CC)CCCC)cc1OC
*C=Cc1cc(OC)c(C=Cc2cc(OCC(CC)CCCC)c(*)cc2OC)cc1OC,ru_001581,*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OCC(CC)CCCC)cc1OC
*C=Cc1cc(OC)c(C=Cc2ccc(*)cc2)cc1OCCCCCCCCCCCC,ru_001652,*C=Cc1ccc(C=Cc2cc(OCCCCCCCCCCCC)c(*)cc2OC)cc1
*C=Cc1cc(OC)c(C=Cc2ccc(*)s2)cc1OC,ru_001583,*C=Cc1cc(OC)c(C=Cc2ccc(*)s2)cc1OC
*C=Cc1cc(OC)c(C=Cc2ccc(/C=C(\Oc3ccccc3)c3ccc(/C(=C/c4ccc(*)cc4)c4ccc(Oc5ccccc5)cc4)cc3)cc2)cc1OC,ru_001630,*C=Cc1ccc(/C=C(\Oc2ccccc2)c2ccc(/C(=C/c3ccc(C=Cc4cc(OC)c(*)cc4OC)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1
*C=Cc1cc(OC)c(C=Cc2ccc(/C=C(\c3ccc(Oc4ccccc4)cc3)c3ccc(/C(=C/c4ccc(*)cc4)Oc4ccccc4)cc3)cc2)cc1OC,ru_001630,*C=Cc1ccc(/C=C(\Oc2ccccc2)c2ccc(/C(=C/c3ccc(C=Cc4cc(OC)c(*)cc4OC)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1
*C=Cc1cc(OC)c(C=Cc2ccc(N(c3ccccc3)c3ccc(*)cc3)cc2)cc1OCC(CC)CCCC,ru_001658,*C=Cc1ccc(N(c2ccccc2)c2ccc(C=Cc3cc(OCC(CC)CCCC)c(*)cc3OC)cc2)cc1
*C=Cc1cc(OC)c(OCCCCCCCCCCCCOc2c(OC)cc(/C=C/c3ccc(*)cc3)cc2OC)c(OC)c1,ru_001639,*C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1
*C=Cc1cc(OC)c(OCCCCCCCCCCOc2c(OC)cc(/C=C/c3ccc(*)cc3)cc2OC)c(OC)c1,ru_001640,*C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1
*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3cc(C(C)C)c(*)cc3C(C)C)cc2OC)c(OC)c1,ru_001573,*C=Cc1cc(C(C)C)c(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1C(C)C
*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3cc(CCCCCC)c(*)cc3CCCCCC)cc2OC)c(OC)c1,ru_001584,*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3cc(CCCCCC)c(*)cc3CCCCCC)cc2OC)c(OC)c1
*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3ccc(*)cc3)cc2OC)c(OC)c1,ru_001641,*C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1
*C=Cc1cc(OC)c(OCCCCCCCCOc2c(OC)cc(/C=C/c3ccc(/C=C/c4ccc(*)cc4)cc3)cc2OC)c(OC)c1,ru_001644,*C=Cc1ccc(/C=C/c2ccc(/C=C/c3cc(OC)c(OCCCCCCCCOc4c(OC)cc(*)cc4OC)c(OC)c3)cc2)cc1
*C=Cc1cc(OC)c(OCCCCCCOc2c(OC)cc(/C=C/c3ccc(*)cc3)cc2OC)c(OC)c1,ru_001642,*C=Cc1ccc(/C=C/c2cc(OC)c(OCCCCCCOc3c(OC)cc(*)cc3OC)c(OC)c2)cc1
*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1,ru_001585,*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1
*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,ru_001586,*C=Cc1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
*C=Cc1cc(OCC(CC)CCCC)c(*)cc1OC,ru_000088,*/C=C/c1cc(OC)c(*)cc1OCC(CC)CCCC
*C=Cc1cc(OCC(CC)CCCC)c(C=Cc2cc(OC)c(*)cc2OC)cc1OC,ru_001581,*C=Cc1cc(OC)c(C=Cc2cc(OC)c(*)cc2OCC(CC)CCCC)cc1OC
*C=Cc1cc(OCC(CC)CCCC)c(C=Cc2ccc(N(c3ccccc3)c3ccc(*)cc3)cc2)cc1OC,ru_001658,*C=Cc1ccc(N(c2ccccc2)c2ccc(C=Cc3cc(OCC(CC)CCCC)c(*)cc3OC)cc2)cc1
*C=Cc1cc(OCC(CC)CCCC)c(C=Cc2ccc3c4ccc(*)cc4n(CC(CC)CCCC)c3c2)cc1OCC(CC)CCCC,ru_001678,*C=Cc1ccc2c3ccc(C=Cc4cc(OCC(CC)CCCC)c(*)cc4OCC(CC)CCCC)cc3n(CC(CC)CCCC)c2c1
*C=Cc1cc(OCC)c(*)cc1OCC,ru_001588,*C=Cc1cc(OCC)c(*)cc1OCC
*C=Cc1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC,ru_001589,*C=Cc1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC
*C=Cc1cc(OCCC(C)CCCC(C)C)c(*)cc1OC,ru_001580,*C=Cc1cc(OC)c(*)cc1OCCC(C)CCCC(C)C
*C=Cc1cc(OCCCC)c(*)cc1OC,ru_001591,*C=Cc1cc(OCCCC)c(*)cc1OC
*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC,ru_001592,*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC
*C=Cc1cc(OCCCCCC)c(*)cc1OC,ru_001593,*C=Cc1cc(OCCCCCC)c(*)cc1OC
*C=Cc1cc(OCCCCCC)c(/C=C/c2cc(OCCCCCC)c(/C=N/c3ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c4ccc(/N=C/c5cc(OCCCCCC)c(*)cc5OCCCCCC)cc4)cc3)cc2OCCCCCC)cc1OCCCCCC,ru_001594,*C=Cc1cc(OCCCCCC)c(/C=N/c2ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c3ccc(/N=C/c4cc(OCCCCCC)c(/C=C/c5cc(OCCCCCC)c(*)cc5OCCCCCC)cc4OCCCCCC)cc3)cc2)cc1OCCCCCC
